il,iw,pw,ro,frequency,return loss,gain
1.4638501094227996,1.4638501094228002,1.5626828853615238,1.4638501094228,4.2778,-21.447148793789,1.7133903863520603
1.4638501094227996,1.4638501094228002,0.7955476507295045,1.4638501094228,7.8913,-29.974880024381,6.672562933196704
1.4638501094227996,1.4638501094228002,0.24150553682859896,1.4638501094228,6.7825,-29.186929825576,4.3489145792699455
1.4638501094227996,1.4638501094228002,-0.31253657707230353,1.4638501094228,8.713,-35.987275439296,8.515078978030312
1.4638501094227996,1.4638501094228002,-0.8665786909732076,1.4638501094228,7.327,-22.439577205809,6.253886726158618
1.4638501094227996,1.4638501094228002,-1.4206208048741116,1.4638501094228,2.6344,-13.245409277279,0.2879937724541728
1.4638501094227996,1.4638501094228002,1.5626828853615238,0.8783100656536795,4.2778,-21.727526462567,1.7630950459488612
1.4638501094227996,1.4638501094228002,0.7955476507295045,0.8783100656536795,7.8913,-30.176104867551,6.6346247893678765
1.4638501094227996,1.4638501094228002,0.24150553682859896,0.8783100656536795,6.7825,-31.317747286967,4.333901969830932
1.4638501094227996,1.4638501094228002,-0.31253657707230353,0.8783100656536795,8.713,-38.098669800028,8.51231248763059
1.4638501094227996,1.4638501094228002,-0.8665786909732076,0.8783100656536795,7.3369,-22.516780284925,6.3024207572145325
1.4638501094227996,1.4638501094228002,-1.4206208048741116,0.8783100656536795,2.6344,-13.512612148863,0.3554543721072956
1.4638501094227996,1.4638501094228002,1.5626828853615238,0.292770021884559,4.2778,-21.256339335017,1.777030512676132
1.4638501094227996,1.4638501094228002,0.7955476507295045,0.292770021884559,7.8913,-30.476513775123,6.652184602949927
1.4638501094227996,1.4638501094228002,0.24150553682859896,0.292770021884559,6.8023,-31.276366908016,4.297112513957956
1.4638501094227996,1.4638501094228002,-0.31253657707230353,0.292770021884559,8.713,-38.068845622769,8.524400770209574
1.4638501094227996,1.4638501094228002,-0.8665786909732076,0.292770021884559,7.3369,-22.603266217056,6.329111962367814
1.4638501094227996,1.4638501094228002,-1.4206208048741116,0.292770021884559,2.6344,-13.214847751475,0.3229598628267607
1.4638501094227996,1.4638501094228002,1.5626828853615238,-0.292770021884559,4.2778,-21.209376067355,1.7939236322217211
